TRUE,fit,prediction
-0.00377,-0.005834884,
-0.00999,-0.013598302,
0.00032,-0.002389117,
-0.00265,0.001953839,
0.00412,0.003368875,
-0.00499,0.002524084,
-0.01726,-0.006216973,
-0.01131,-0.009806834,
0.00553,-1.56E-05,
-0.01292,-0.003875791,
-0.00286,0.004981441,
0.00101,0.000133425,
0.00621,0.006137798,
0.00169,-0.00334153,
-0.00851,-0.00632742,
0.00442,0.002070497,
-0.01192,-0.013022818,
0.00671,0.003791399,
0.00176,-0.006769599,
-0.0043,-0.005168645,
0.00598,0.001735248,
-0.0081,-0.00887944,
-0.01138,-0.006073502,
-0.01799,-0.01449355,
-0.0089,-0.011408757,
-0.0128,-0.012120023,
-0.00606,-0.007607071,
-0.01571,-0.015561816,
-0.02163,-0.014283562,
-0.00193,-0.01167794,
-0.01112,-0.007740012,
-0.00361,-0.007154257,
-0.01394,-0.011609459,
-0.01235,-0.009534756,
-0.01834,-0.01296939,
0.01091,0.009738727,
-0.00279,-0.006142954,
0.00598,0.007675963,
-0.01458,-0.012452841,
-0.00852,-0.012283062,
-0.01787,-0.017596461,
0.00117,-0.000137315,
0.00553,0.006543001,
-0.00038,-0.00065884,
0.00151,0.00227138,
-0.00013,0.00423584,
0.00811,0.002627074,
0.00939,0.007126799,
0.0028,0.005854652,
-0.00298,-0.002413023,
0.00409,-0.001418615,
-0.00606,-0.010875938,
-0.0001,-0.003294767,
0.00229,-0.002133127,
0.00007,4.24E-05,
-0.00363,-0.002053095,
0.00163,0.000906002,
-0.0034,-0.00116561,
-0.00492,-0.004581121,
-0.00836,-0.007621211,
-0.01071,-0.008928843,
0.00285,-0.000640032,
0.00117,0.004778647,
0.00352,0.002670647,
0.00574,0.003850727,
-0.00269,3.75E-05,
-0.01571,-0.013649317,
-0.00368,-0.001723469,
0.00031,-0.000503516,
0.0012,0.002144307,
-0.01363,-0.014947836,
-0.00283,-0.003547322,
-0.00082,-0.001085082,
-0.00143,-0.00519888,
-0.00012,0.001285524,
0.00332,0.002140207,
0.00161,0.001377379,
0.00301,0.008945527,
0.00009,0.004826336,
0.00019,0.00187373,
0.00285,0.004185208,
0.0042,0.004097453,
0.00255,-0.000340692,
-0.00283,-0.001617406,
-0.0023,0.001377379,
0.0027,-0.000207018,
0.00522,0.007549013,
0.00998,0.008907421,
0.00327,0.003705691,
0.00115,0.004273127,
0.00501,0.004154448,
0.00347,0.001701224,
0.00224,0.003093026,
0.00626,0.006273393,
0.00131,0.004944179,
-0.00082,0.004059371,
0.00791,0.010789101,
0.00457,0.002504966,
-0.00385,-0.000345762,
-0.00223,-0.000643932,
0.00204,0.000873814,
-0.00204,-0.000272972,
0.00282,0.00394173,
0.0052,0.00378469,
0.00311,0.000943764,
0.00259,0.00478517,
0.0041,0.003888258,
0.00011,-0.002754769,
0.00008,9.62E-05,
-0.00326,-0.003569454,
-0.00256,-0.002681793,
-0.00215,-0.00514251,
0.00198,0.003040565,
0.00139,0.002659823,
-0.00026,0.000729839,
0.00472,0.004288765,
0.00393,0.003787396,
0.0043,0.003031035,
0.00905,0.011168911,
0.00291,0.003465391,
0.00151,0.00140255,
0.00308,0.003967263,
-0.00008,-0.000953865,
0.0008,0.000849114,
0.00197,0.003641649,
-0.00105,-0.002577711,
0.00567,0.002073063,
0.00995,0.005513989,
0.00588,0.007088729,
0.0039,-0.000839339,
-0.00473,-0.001431539,
-0.00252,-0.003476261,
-0.00345,-0.002172186,
0,-0.002620389,
0.00009,-0.002075639,
-0.0057,-0.004502454,
-0.00242,-0.002910222,
-0.0092,-0.009217511,
-0.00144,-0.001574258,
0.00036,-0.004840199,
-0.00157,-0.001868916,
-0.00246,0.001081562,
